case_id,expected_label,artifact_dir,source_prog_a_ir_path,source_prog_b_ir_path,prog_a_optimized_ir_path,prog_b_optimized_ir_path,prog_a_opt_ok,prog_b_opt_ok,prog_a_opt_error,prog_b_opt_error,successful,correct,predicted_label,raw_output,status,exit_code,timed_out,correct_count,incorrect_count,failed_to_prove_count,error_count,headline,error,raw_output_path,result_path
goeq-dce-0012,equivalent,dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,False,False,,tool-error,timeout,,True,0,0,0,0,Alive2 timed out,"alive-tv timed out: Command '['alive2/build-llvm22/alive-tv', '--quiet', '--disable-undef-input', '--disable-poison-input', '--src-unroll=3', '--tgt-unroll=3', '--smt-to=60000', 'dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll', 'dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll']' timed out after 120 seconds",dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0012/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0013,inequivalent,dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,False,False,,tool-error,timeout,,True,0,0,0,0,Alive2 timed out,"alive-tv timed out: Command '['alive2/build-llvm22/alive-tv', '--quiet', '--disable-undef-input', '--disable-poison-input', '--src-unroll=3', '--tgt-unroll=3', '--smt-to=60000', 'dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll', 'dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll']' timed out after 120 seconds",dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0013/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0014,equivalent,dataset/cases/goeq-dce-0014/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0014/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0014/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0014/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0014/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,equivalent,equivalent,equivalent,0,False,9,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0014/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0014/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0015,inequivalent,dataset/cases/goeq-dce-0015/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0015/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0015/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0015/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0015/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,equivalent,equivalent,equivalent,0,False,9,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0015/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0015/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0018,equivalent,dataset/cases/goeq-dce-0018/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0018/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0018/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0018/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0018/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,equivalent,equivalent,equivalent,0,False,3,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0018/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0018/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0019,inequivalent,dataset/cases/goeq-dce-0019/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0019/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0019/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0019/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0019/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,equivalent,equivalent,equivalent,0,False,3,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0019/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0019/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0026,equivalent,dataset/cases/goeq-dce-0026/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0026/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0026/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0026/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0026/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,inequivalent,inequivalent,inequivalent,0,False,2,1,0,0,Transformation doesn't verify!,,dataset/cases/goeq-dce-0026/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0026/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0027,inequivalent,dataset/cases/goeq-dce-0027/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0027/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0027/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0027/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0027/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,equivalent,equivalent,equivalent,0,False,3,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0027/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0027/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0028,equivalent,dataset/cases/goeq-dce-0028/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0028/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0028/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0028/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0028/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,equivalent,equivalent,equivalent,0,False,15,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0028/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0028/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0029,inequivalent,dataset/cases/goeq-dce-0029/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0029/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0029/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0029/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0029/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,inequivalent,inequivalent,inequivalent,0,False,9,1,1,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0029/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0029/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0036,equivalent,dataset/cases/goeq-dce-0036/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0036/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0036/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0036/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0036/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,equivalent,equivalent,equivalent,0,False,3,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0036/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0036/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0037,inequivalent,dataset/cases/goeq-dce-0037/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0037/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0037/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0037/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0037/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,equivalent,equivalent,equivalent,0,False,3,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0037/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0037/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0044,equivalent,dataset/cases/goeq-dce-0044/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0044/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0044/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0044/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0044/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,equivalent,equivalent,equivalent,0,False,6,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0044/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0044/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0045,inequivalent,dataset/cases/goeq-dce-0045/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0045/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0045/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0045/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0045/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,inequivalent,inequivalent,inequivalent,0,False,2,2,0,0,Transformation doesn't verify!,,dataset/cases/goeq-dce-0045/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0045/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0046,equivalent,dataset/cases/goeq-dce-0046/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0046/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0046/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0046/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0046/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,False,False,,failed-to-prove,failed_to_prove,0,False,4,0,1,0,Transformation seems to be correct! (syntactically equal),"alive2 unresolved: 0 incorrect, 1 failed-to-prove, 0 errors",dataset/cases/goeq-dce-0046/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0046/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0047,inequivalent,dataset/cases/goeq-dce-0047/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0047/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0047/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0047/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0047/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,equivalent,equivalent,equivalent,0,False,8,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0047/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0047/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0052,equivalent,dataset/cases/goeq-dce-0052/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0052/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0052/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0052/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0052/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,inequivalent,inequivalent,inequivalent,0,False,2,1,0,0,Transformation doesn't verify!,,dataset/cases/goeq-dce-0052/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0052/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0053,inequivalent,dataset/cases/goeq-dce-0053/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0053/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0053/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0053/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0053/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,inequivalent,inequivalent,inequivalent,0,False,1,1,0,0,Transformation doesn't verify!,,dataset/cases/goeq-dce-0053/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0053/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0054,equivalent,dataset/cases/goeq-dce-0054/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0054/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0054/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0054/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0054/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,True,equivalent,equivalent,equivalent,0,False,3,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0054/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0054/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
goeq-dce-0055,inequivalent,dataset/cases/goeq-dce-0055/artifacts/clang-llvm-o0-novol-v1,dataset/cases/goeq-dce-0055/artifacts/clang-llvm-o0-novol-v1/prog_a/module.ll,dataset/cases/goeq-dce-0055/artifacts/clang-llvm-o0-novol-v1/prog_b/module.ll,dataset/cases/goeq-dce-0055/artifacts/clang-llvm-o0-novol-v1/prog_a/module.Os.ll,dataset/cases/goeq-dce-0055/artifacts/clang-llvm-o0-novol-v1/prog_b/module.Os.ll,True,True,,,True,False,equivalent,equivalent,equivalent,0,False,3,0,0,0,Transformation seems to be correct! (syntactically equal),,dataset/cases/goeq-dce-0055/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.output.txt,dataset/cases/goeq-dce-0055/artifacts/clang-llvm-o0-novol-v1/alive2-u3-3-smt60000-Os.report.json
